MARITAL_STATUS,STATE,CREDIT_BALANCE,CUSTOMER_TENURE,MORTGAGE_AMOUNT,BANK_FUNDS,NUM_DEPENDENTS,HAS_CHILDREN,INCOME,GENDER,PROFESSION,CREDIT_CARD_LIMITS,REGION,HOME_OWNERSHIP,NUM_ONLINE_TRANS,BUY_INSURANCE,MONTHLY_CHECKS,NUM_TRANS_KIOSK,AGE,MONEY_MONTLY_OVERDRAWN,TOTAL_AUTOM_PAYMENTS,NUM_TRANS_TELLER,CHECKING_BALANCE,NUM_TRANS_ATM,LTV_BIN,NUM_MORTGAGES,CAR_OWNERSHIP
SINGLE,Michigan,0,4,412,0,4,0,64678,F,Administrative and Clerical,800,Midwest,1,412,No,1,1,54,53.13,556,0,25,2,HIGH,1,1
DIVORCED,New York,0,1,2500,0,1,1,75571,M,IT,1500,NorthEast,1,2500,No,14,1,27,53.11,679,1,25,2,HIGH,1,1
DIVORCED,New York,0,4,2000,0,1,0,58664,M,Undefined,800,NorthEast,1,2000,No,2,1,44,53.22,517,1,25,3,HIGH,1,1
SINGLE,California,0,2,0,300,0,1,62795,M,Healthcare,1500,West,0,0,No,0,1,23,53.06,0,2,25,0,LOW,0,0
MARRIED,New York,33417,1,12000,12050,1,1,70323,F,Public Safety,1500,NorthEast,1,12000,Yes,4,2,39,54.65,36959,4,826,5,HIGH,1,1
SINGLE,Minnesota,0,3,0,0,3,0,73033,M,Healthcare,1500,West,0,0,No,4,1,28,53.05,553,0,25,2,MEDIUM,0,1
MARRIED,North Carolina,0,1,1100,850,1,0,60012,M,Construction and Trades,700,South,1,1100,No,7,1,37,53.81,441,3,409,4,HIGH,1,1
MARRIED,New York,0,3,1000,0,3,0,62804,M,Customer Service,1000,NorthEast,1,1000,No,0,1,23,53.06,0,0,25,0,HIGH,1,1
MARRIED,New York,0,1,5000,7800,1,1,89952,F,IT,3500,NorthEast,1,3000,Yes,4,1,35,54.75,879,4,25,5,HIGH,1,1
MARRIED,California,0,3,1100,1300,3,0,64792,M,Customer Service,1000,West,1,800,No,2,2,30,53.33,271,2,141,3,HIGH,1,1
MARRIED,New York,0,1,1500,0,1,0,62062,M,Undefined,1000,NorthEast,1,1500,No,0,1,34,53.66,0,1,25,4,HIGH,1,1
SINGLE,Michigan,0,3,0,0,3,0,67930,M,Healthcare,700,Midwest,0,0,No,0,1,44,53.06,0,0,25,0,MEDIUM,0,0
MARRIED,California,0,2,1181,550,2,1,62110,M,Undefined,1000,West,1,1181,No,6,1,27,53.1,142,2,25,2,MEDIUM,1,1
DIVORCED,California,15250,1,2400,5000,1,1,59024,F,Public Safety,1000,West,1,1000,Yes,4,8,54,53.27,15566,1,25,3,HIGH,1,1
DIVORCED,Michigan,0,1,3000,3724,1,1,63596,F,Undefined,1000,Midwest,1,750,Yes,2,0,66,53.73,5005,1,2674,4,HIGH,1,1
DIVORCED,Oregon,0,1,2000,2620,1,1,65927,M,Creative Media,1000,West,2,720,Yes,4,0,60,52.95,2200,4,1317,2,VERY HIGH,2,1
MARRIED,Utah,0,4,1100,3215,6,0,68866,F,Creative Media,700,Southwest,1,715,No,9,0,64,53.72,810,1,54,4,HIGH,1,1
SINGLE,California,0,2,0,4500,0,1,66341,M,IT,1300,West,0,1500,No,4,0,60,53.79,15764,3,15141,4,MEDIUM,0,1
MARRIED,California,2559,3,0,750,3,1,67065,M,Customer Service,700,West,0,250,No,5,0,73,55.15,34101,2,23726,5,MEDIUM,0,1
MARRIED,New York,0,5,1000,250,5,0,60501,F,Childcare and Home,700,NorthEast,1,1000,No,1,0,55,53.21,748,1,239,3,HIGH,1,1
MARRIED,California,0,2,1000,0,2,0,60756,M,Public Safety,500,West,2,1000,No,0,0,24,53.06,505,1,25,0,VERY HIGH,2,1
WIDOWED,California,0,4,5000,6000,4,1,55190,M,IT,3000,West,2,1000,Yes,2,0,71,55.53,42477,3,20228,6,HIGH,2,1
SINGLE,New York,16009,1,0,11289,1,1,59255,M,Construction and Trades,800,NorthEast,0,2300,Yes,2,0,44,54.29,26711,4,924,5,LOW,0,1
DIVORCED,California,88499,2,0,10200,2,1,72385,M,Administrative and Clerical,1400,West,0,1600,No,2,0,63,58.75,105507,6,25,6,MEDIUM,0,1
SINGLE,Michigan,0,2,0,0,0,1,58863,M,Construction and Trades,900,Midwest,0,0,No,0,0,59,53.06,539,1,25,0,MEDIUM,0,1
SINGLE,California,586,2,0,1100,0,1,60946,M,Education,1000,West,0,0,No,3,0,61,53.13,1566,6,431,2,MEDIUM,0,1
MARRIED,California,0,1,951,600,1,0,66106,M,Creative Media,700,West,2,951,No,6,0,78,53.87,20580,2,19471,4,VERY HIGH,2,1
SINGLE,California,0,4,0,700,0,1,62296,M,Healthcare,500,West,0,0,No,5,0,60,53.21,763,3,243,3,MEDIUM,0,1
SINGLE,New York,0,2,0,0,0,0,65314,M,Administrative and Clerical,1000,NorthEast,0,0,No,0,0,46,53.06,506,0,25,0,MEDIUM,0,1
DIVORCED,California,100002,1,0,7625,1,0,61472,F,Undefined,900,West,0,1625,No,4,0,60,55.55,101097,3,25,6,MEDIUM,0,1
DIVORCED,District of Columbia,0,1,2500,2116,1,1,57822,F,Creative Media,900,NorthEast,1,1058,Yes,2,0,62,53.65,3168,1,140,4,HIGH,1,1
WIDOWED,California,0,1,5000,3200,1,1,63886,F,Undefined,500,West,1,1000,No,5,0,56,53.28,2554,1,2046,3,HIGH,1,1
DIVORCED,New York,26127,1,0,1620,1,1,71537,F,IT,1000,NorthEast,0,720,No,14,6,65,53.58,31553,3,3847,4,MEDIUM,0,1
DIVORCED,California,0,2,2000,5720,0,0,70898,M,Creative Media,1000,West,2,1220,No,2,0,58,52.99,1782,4,199,2,VERY HIGH,2,1
DIVORCED,California,0,4,2142,1500,3,1,67957,F,Creative Media,900,West,2,2142,No,16,0,53,54.38,841,3,321,5,VERY HIGH,2,1
SINGLE,California,4639,1,0,4015,1,1,70709,M,Customer Service,900,West,0,965,No,4,2,56,53.79,14775,3,9240,4,MEDIUM,0,1
SINGLE,California,0,2,0,11391,0,1,62197,M,Administrative and Clerical,500,West,0,4225,No,2,2,69,53.15,3262,5,1932,2,MEDIUM,0,1
DIVORCED,New York,16512,1,0,10000,1,1,82776,F,Healthcare,3500,NorthEast,0,1700,No,4,0,53,54.5,32750,2,6409,5,MEDIUM,0,1
SINGLE,New York,0,3,418,750,3,0,63734,M,IT,1000,NorthEast,1,418,Yes,2,4,23,53.68,435,3,25,4,HIGH,1,1
DIVORCED,California,0,1,3000,2940,1,1,71910,F,Creative Media,1000,West,1,900,Yes,11,3,49,56.85,3237,1,25,6,HIGH,1,1
MARRIED,New York,0,1,1650,0,1,0,69237,M,Transportation,1000,NorthEast,1,1650,No,0,1,47,53.06,0,0,25,0,VERY HIGH,1,1
DIVORCED,California,0,3,3000,2350,3,0,69599,M,Transportation,2500,West,1,450,No,2,2,23,52.73,117,1,25,2,HIGH,1,1
SINGLE,California,0,2,0,900,0,1,59529,M,Healthcare,1500,West,0,0,No,7,1,36,53.74,3896,3,25,4,MEDIUM,0,1
MARRIED,New York,0,4,1500,1450,3,1,75436,M,Customer Service,1500,NorthEast,1,1500,No,8,3,39,53.6,823,3,432,4,HIGH,1,1
MARRIED,New York,0,5,10000,0,5,1,54733,F,Undefined,1500,NorthEast,1,10000,Yes,16,1,35,55.22,3164,1,252,5,MEDIUM,1,1
DIVORCED,New Mexico,0,1,3000,2350,1,1,60812,M,IT,1500,Southwest,1,450,Yes,8,1,29,53.84,344,1,163,4,MEDIUM,1,1
SINGLE,Wisconsin,0,1,270,0,1,0,69081,M,Creative Media,800,Midwest,1,270,No,0,1,73,53.06,0,0,25,0,VERY HIGH,1,1
MARRIED,District of Columbia,0,5,6000,4750,5,1,61740,M,Undefined,1500,NorthEast,1,950,No,9,1,27,53.59,2558,1,2525,4,MEDIUM,1,1
MARRIED,Michigan,0,1,1500,1400,1,1,61186,F,Construction and Trades,800,Midwest,1,1500,Yes,3,1,44,54.28,588,3,25,5,HIGH,1,1
SINGLE,New York,0,1,385,0,1,0,64182,M,Healthcare,1500,NorthEast,1,385,No,0,1,38,53.06,0,0,25,0,HIGH,1,1
DIVORCED,California,0,1,4000,0,1,1,58367,M,IT,2000,West,1,4000,No,4,4,42,54.36,1020,1,25,5,HIGH,1,1
SINGLE,Minnesota,0,3,0,0,3,0,62716,M,Healthcare,2500,West,0,0,No,0,4,33,53.06,0,0,25,0,MEDIUM,0,0
SINGLE,New York,0,3,634,200,3,0,75516,M,Healthcare,1500,NorthEast,1,634,No,4,4,22,53.05,425,1,414,2,HIGH,1,1
SINGLE,California,0,2,0,0,0,0,58476,M,Administrative and Clerical,1500,West,0,0,No,0,4,0,53.06,536,0,25,0,LOW,0,1
SINGLE,California,0,2,0,0,0,0,64340,M,IT,1500,West,0,0,No,0,4,0,53.06,538,0,25,0,LOW,0,1
MARRIED,California,0,1,1034,250,1,0,72777,M,Undefined,2500,West,1,1034,No,10,4,35,53.15,0,2,75,2,VERY HIGH,1,1
SINGLE,New York,0,3,0,500,3,0,70047,M,IT,1500,NorthEast,0,0,No,3,4,20,53.01,0,2,25,2,MEDIUM,0,0
MARRIED,New York,0,3,1762,350,3,0,78409,M,Undefined,2500,NorthEast,1,1762,No,11,4,32,53.08,0,2,25,1,HIGH,1,1
WIDOWED,Ohio,0,5,5000,4000,5,1,80859,M,Childcare and Home,4000,Midwest,1,600,Yes,3,3,51,54.8,969,1,25,5,HIGH,1,1
SINGLE,New York,0,3,500,500,3,0,56951,M,Administrative and Clerical,1500,NorthEast,1,500,Yes,2,4,19,53.43,169,2,25,4,MEDIUM,1,1
SINGLE,New York,0,3,230,0,3,0,57106,M,Undefined,1000,NorthEast,1,230,No,0,1,17,53.06,0,1,25,0,MEDIUM,1,1
SINGLE,New York,0,3,0,0,3,0,65616,M,IT,1000,NorthEast,0,0,No,0,1,21,53.87,0,1,25,4,MEDIUM,0,0
SINGLE,New York,0,3,0,350,3,1,57558,M,IT,1000,NorthEast,0,0,Yes,3,1,23,53.03,201,2,25,2,LOW,0,1
SINGLE,New York,0,2,0,0,0,0,60601,M,Construction and Trades,1000,NorthEast,0,0,No,0,1,21,53.06,0,0,25,0,MEDIUM,0,0
SINGLE,New York,0,2,0,0,0,0,62408,M,Construction and Trades,1000,NorthEast,0,0,No,0,1,23,53.06,0,0,25,0,MEDIUM,0,0
SINGLE,Minnesota,0,1,333,0,1,0,57233,M,IT,2500,West,1,333,No,0,1,45,53.06,0,0,25,0,HIGH,1,1
DIVORCED,Florida,7699,1,4000,3200,1,1,72999,F,IT,2000,South,1,600,Yes,17,10,33,54.42,14235,3,6190,5,HIGH,1,1
MARRIED,New York,0,3,700,350,3,0,60798,M,IT,1000,NorthEast,1,700,No,17,1,23,53.04,146,2,134,2,HIGH,1,1
MARRIED,District of Columbia,0,5,1120,250,5,1,62638,F,Administrative and Clerical,1000,NorthEast,1,1120,No,1,1,36,53.31,0,2,25,3,MEDIUM,1,1
SINGLE,Florida,0,3,0,500,3,0,62539,M,IT,1000,South,0,0,Yes,0,1,19,53.08,0,2,25,1,LOW,0,0
MARRIED,Nevada,0,1,5000,4900,1,0,61928,F,Undefined,3000,Southwest,1,850,Yes,3,1,45,56.68,2482,1,25,6,HIGH,1,1
MARRIED,New York,0,3,1300,1900,3,1,62082,M,Education,1500,NorthEast,1,1300,Yes,3,1,39,54.94,934,1,25,5,MEDIUM,1,1
MARRIED,New York,0,3,700,0,3,0,57356,M,Construction and Trades,1000,NorthEast,1,700,No,3,1,22,52.96,358,1,25,2,HIGH,1,1
SINGLE,Minnesota,0,1,180,0,1,0,69796,M,Administrative and Clerical,1000,West,1,180,No,0,1,21,53.06,0,0,25,0,HIGH,1,1
MARRIED,New York,0,3,700,0,3,0,57608,M,Construction and Trades,1000,NorthEast,1,700,No,2,1,27,53.08,0,0,25,1,HIGH,1,1
MARRIED,Michigan,0,3,1100,0,3,0,68225,M,Undefined,1000,Midwest,1,1100,No,1,1,28,53.07,0,0,25,1,HIGH,1,1
MARRIED,New York,0,3,1500,1400,3,1,67252,M,Healthcare,1000,NorthEast,1,1500,Yes,4,1,32,54.06,857,3,25,5,MEDIUM,1,1
MARRIED,New York,0,1,750,700,1,0,60109,M,IT,700,NorthEast,1,750,Yes,16,1,33,53.65,335,3,25,4,HIGH,1,1
SINGLE,Michigan,0,3,369,0,3,0,65326,M,Healthcare,700,Midwest,1,369,No,0,1,32,53.05,0,0,25,2,HIGH,1,1
SINGLE,California,0,3,136,0,3,0,64330,M,Healthcare,1000,West,1,136,No,0,1,22,53.06,0,0,25,0,HIGH,1,1
MARRIED,Illinois,0,1,6000,3500,1,0,42891,M,IT,5000,Midwest,1,1000,No,4,1,24,52.72,856,1,25,2,MEDIUM,1,1
SINGLE,California,0,3,0,250,3,0,57502,M,IT,1000,West,0,0,No,2,1,20,53.11,0,2,25,2,LOW,0,0
DIVORCED,California,0,1,3000,3400,1,0,64939,F,Healthcare,1500,West,1,500,No,1,1,41,53.92,416,1,25,4,HIGH,1,1
SINGLE,New York,0,3,250,600,3,0,70332,M,IT,1000,NorthEast,1,250,Yes,8,1,21,53.53,352,2,25,4,HIGH,1,1
SINGLE,New York,0,3,0,250,3,1,60094,M,IT,1000,NorthEast,0,0,No,4,3,27,52.98,676,2,25,2,LOW,0,1
DIVORCED,New York,0,1,2289,2401,1,0,64094,F,Childcare and Home,1500,NorthEast,1,1,No,3,1,32,53.63,650,2,426,4,HIGH,1,1
MARRIED,New York,0,3,746,0,3,0,63129,M,IT,1000,NorthEast,1,746,No,0,1,25,53.06,0,1,25,0,HIGH,1,1
SINGLE,New York,0,3,400,300,3,0,57571,M,Customer Service,1000,NorthEast,1,400,No,5,1,26,53.15,0,2,25,2,HIGH,1,1
MARRIED,California,0,4,1254,750,6,0,68357,M,Creative Media,1500,West,1,250,Yes,2,1,58,53.22,166,3,25,3,HIGH,1,1
MARRIED,District of Columbia,0,3,1646,0,3,0,72875,M,Customer Service,1500,NorthEast,1,1646,No,0,1,36,53.06,0,0,25,0,HIGH,1,1
SINGLE,Nevada,0,3,200,0,3,0,65846,M,Administrative and Clerical,1000,Southwest,1,200,No,3,1,17,53.05,0,0,25,2,HIGH,1,1
DIVORCED,California,0,1,2500,2900,1,1,59025,F,IT,900,West,1,500,No,8,0,28,53.93,1374,1,603,4,MEDIUM,1,1
MARRIED,New York,0,1,5304,0,1,1,57672,F,Undefined,5000,NorthEast,1,5304,No,9,10,44,27.04,2193,1,25,2,HIGH,1,1
MARRIED,New York,0,1,7500,2600,1,1,109901,F,Undefined,5000,NorthEast,1,7500,No,4,2,41,54.93,2172,1,115,5,VERY HIGH,1,1
SINGLE,New York,0,2,0,0,0,0,66852,M,Healthcare,1500,NorthEast,0,0,No,0,1,33,53.06,508,0,25,0,MEDIUM,0,1
SINGLE,North Carolina,0,3,200,500,3,0,58856,M,IT,1000,South,1,200,No,3,1,25,53.08,444,2,25,1,HIGH,1,1
DIVORCED,Ohio,0,3,3075,0,3,1,67949,M,Undefined,2000,Midwest,1,3075,No,0,1,25,70.62,0,1,25,7,MEDIUM,1,1
SINGLE,California,0,1,357,0,1,0,61581,M,Undefined,600,West,1,357,No,1,1,40,53.06,0,0,25,0,HIGH,1,1
DIVORCED,Nevada,0,1,4029,3390,1,0,75178,F,Undefined,3000,Southwest,1,600,Yes,8,1,46,53.92,1400,1,25,4,VERY HIGH,1,1
DIVORCED,Michigan,0,5,3000,0,5,0,66190,F,Transportation,1500,Midwest,1,3000,No,3,1,43,53.09,277,1,25,1,HIGH,1,1
SINGLE,New York,0,5,250,0,5,0,60751,F,IT,700,NorthEast,1,250,No,1,1,38,53.06,0,1,25,0,MEDIUM,1,1
MARRIED,Michigan,0,1,800,250,1,0,58715,M,Undefined,1000,Midwest,1,800,Yes,4,1,28,53.59,463,2,404,4,HIGH,1,1
SINGLE,New York,0,3,530,300,3,0,68527,M,Construction and Trades,1000,NorthEast,1,530,No,6,4,27,53.57,583,2,545,4,HIGH,1,1
SINGLE,Nevada,0,3,112,340,3,0,60989,M,IT,1000,Southwest,1,112,Yes,2,1,21,54.1,293,2,25,5,HIGH,1,1
SINGLE,New York,0,2,0,0,0,0,63675,M,Healthcare,700,NorthEast,0,0,No,0,1,45,53.06,0,0,25,0,MEDIUM,0,0
DIVORCED,Michigan,0,4,3000,8600,1,0,66960,F,Administrative and Clerical,1000,Midwest,1,2000,No,16,1,34,53.29,232,4,224,3,VERY HIGH,1,1
SINGLE,New York,0,3,620,0,3,0,61908,M,IT,1000,NorthEast,1,620,No,0,1,23,53.17,0,1,25,2,HIGH,1,1
SINGLE,New York,0,3,200,0,3,0,67392,M,IT,1000,NorthEast,1,200,No,4,1,25,53.33,221,1,25,3,HIGH,1,1
MARRIED,New York,0,4,5000,4650,4,1,72970,F,Undefined,3500,NorthEast,1,800,Yes,4,1,40,53.42,690,1,71,4,MEDIUM,1,1
DIVORCED,Nevada,0,1,2000,0,1,0,69259,F,IT,1000,Southwest,1,2000,No,0,1,48,53.06,0,1,25,0,VERY HIGH,1,1
SINGLE,California,0,3,0,750,3,1,64552,M,IT,1000,West,0,0,Yes,7,1,21,53.36,612,3,25,3,LOW,0,1
MARRIED,California,0,1,1126,850,1,0,63198,M,Administrative and Clerical,700,West,1,1126,No,6,1,34,53.08,197,3,106,1,HIGH,1,1
DIVORCED,Michigan,0,1,3000,1600,1,1,60692,F,Undefined,1000,Midwest,1,300,No,3,1,31,53.61,1499,3,1476,4,MEDIUM,1,1
SINGLE,Mississippi,0,3,250,250,3,1,71065,M,IT,1000,South,1,250,No,8,1,21,53.34,106,2,25,3,MEDIUM,1,1
SINGLE,Michigan,0,3,0,350,3,1,60012,M,IT,1000,Midwest,0,0,No,10,7,26,53.28,5294,2,4471,3,LOW,0,1
SINGLE,California,0,3,0,650,3,0,67315,M,IT,1000,West,0,0,Yes,18,1,25,53.31,147,2,25,3,MEDIUM,0,1
SINGLE,Minnesota,0,3,0,650,3,1,63196,M,IT,1000,West,0,0,No,11,2,23,53.26,0,2,25,3,LOW,0,0
SINGLE,California,0,3,150,500,3,0,63130,M,IT,1000,West,1,150,Yes,4,1,23,53.17,121,2,25,2,HIGH,1,1
MARRIED,New York,0,1,1650,0,1,0,63747,M,Undefined,1000,NorthEast,1,1650,No,3,1,57,53.31,0,1,82,3,VERY HIGH,1,1
SINGLE,New York,0,3,250,0,3,0,62999,M,Healthcare,1000,NorthEast,1,250,No,0,1,23,53.06,0,0,25,0,HIGH,1,1
DIVORCED,New York,0,4,4000,2000,4,0,65529,F,IT,1000,NorthEast,1,600,Yes,1,1,39,53.56,570,1,560,4,HIGH,1,1
MARRIED,New York,0,5,5000,2500,5,1,52485,M,IT,3500,NorthEast,1,5000,Yes,3,1,25,55.03,1639,1,25,5,LOW,1,1
DIVORCED,New York,0,3,3000,4500,3,1,71688,M,Undefined,1500,NorthEast,1,900,Yes,17,1,40,55.68,2198,3,43,6,HIGH,1,1
SINGLE,New Mexico,0,4,0,500,1,1,62927,M,IT,1000,Southwest,0,0,No,16,4,27,53.35,2245,2,664,3,LOW,0,1
MARRIED,Colorado,0,4,1000,250,4,1,64347,M,IT,1000,West,1,1000,Yes,3,4,29,53.78,0,2,25,4,MEDIUM,1,1
MARRIED,California,0,3,1600,0,3,0,59545,M,Education,1500,West,1,1600,No,0,4,42,53.2,0,1,25,3,HIGH,1,1
MARRIED,California,0,3,700,600,3,0,57341,M,Education,1000,West,1,700,No,14,2,19,53.57,331,2,284,4,MEDIUM,1,1
WIDOWED,Michigan,0,1,5000,8800,1,1,87679,F,Administrative and Clerical,3000,Midwest,1,1700,No,1,4,70,54.69,0,4,25,5,VERY HIGH,1,1
DIVORCED,California,0,3,3000,8000,3,0,57743,M,Administrative and Clerical,1500,West,1,2000,Yes,3,4,42,53.13,112,4,25,2,HIGH,1,1
SINGLE,New York,0,3,297,0,3,0,67809,M,Undefined,1000,NorthEast,1,297,No,1,4,29,53.05,0,0,25,2,HIGH,1,1
MARRIED,Nevada,0,5,8000,0,5,1,84017,M,IT,5000,Southwest,1,8000,No,3,4,37,-2.87,221,1,25,2,HIGH,1,1
SINGLE,District of Columbia,0,3,0,0,3,0,64541,M,Healthcare,600,NorthEast,0,0,No,0,4,31,53.06,0,0,25,0,MEDIUM,0,0
SINGLE,California,0,3,0,500,3,0,58673,M,Administrative and Clerical,1000,West,0,0,Yes,3,4,21,53.21,0,2,25,3,LOW,0,0
SINGLE,California,0,3,0,250,3,0,64821,M,IT,1000,West,0,0,No,7,4,19,53.08,0,2,68,1,LOW,0,0
MARRIED,California,0,1,700,0,1,0,57996,M,Construction and Trades,1000,West,1,700,No,3,4,26,53.01,237,1,193,2,HIGH,1,1
MARRIED,New York,0,1,800,251,1,1,70652,M,IT,1000,NorthEast,1,800,No,6,4,25,53.19,0,2,25,3,HIGH,1,1
MARRIED,California,0,1,1000,0,1,0,70795,M,Healthcare,1000,West,1,1000,No,1,4,34,53.1,0,0,25,2,HIGH,1,1
SINGLE,Illinois,0,3,0,500,3,0,67791,M,IT,1000,Midwest,0,0,Yes,3,3,21,53.15,134,2,25,2,MEDIUM,0,1
SINGLE,New York,0,3,275,0,3,0,64864,M,Undefined,1000,NorthEast,1,275,No,0,4,28,53.06,0,0,25,0,HIGH,1,1
MARRIED,District of Columbia,0,3,1500,1200,3,0,63392,M,Finance,1500,NorthEast,1,1500,No,7,3,31,54.2,856,3,25,5,HIGH,1,1
SINGLE,New York,0,3,0,540,3,0,64110,M,IT,1000,NorthEast,0,0,Yes,4,3,22,53.62,189,2,25,4,LOW,0,1
MARRIED,New York,0,5,6840,4300,5,1,79124,F,IT,5000,NorthEast,1,1250,Yes,2,10,34,53.34,4307,1,25,3,MEDIUM,1,1
MARRIED,California,0,1,1200,0,1,1,72349,M,Education,1500,West,1,1200,No,4,4,52,53.83,1627,0,1619,4,HIGH,1,1
MARRIED,New York,0,3,1100,600,3,1,61812,M,IT,1000,NorthEast,1,1100,No,10,4,26,53.3,1549,2,1538,3,MEDIUM,1,1
DIVORCED,New York,0,3,2700,2150,3,0,66765,M,Administrative and Clerical,1500,NorthEast,1,400,Yes,3,4,37,54.61,313,1,74,5,HIGH,1,1
SINGLE,Illinois,0,3,0,500,3,0,66051,M,IT,1000,Midwest,0,0,Yes,3,4,20,53.31,172,2,25,3,MEDIUM,0,1
SINGLE,New York,0,3,0,500,3,0,66867,M,IT,1000,NorthEast,0,0,No,15,3,20,53.19,0,2,52,3,MEDIUM,0,0
MARRIED,California,0,1,0,19500,1,1,100790,F,Healthcare,5000,West,0,3100,No,3,0,37,53.68,4718,5,4192,4,HIGH,0,1
MARRIED,Florida,18166,5,10000,15000,5,1,61738,F,Undefined,500,South,2,5000,Yes,18,0,34,55.76,23765,5,25,6,HIGH,2,1
OTHER,New York,0,1,15000,13000,1,1,67776,F,IT,900,NorthEast,1,5000,No,4,0,53,52.67,2630,2,98,2,HIGH,1,1
DIVORCED,California,0,2,0,0,2,1,66456,F,Undefined,1000,West,0,3200,No,1,0,42,53.33,864,2,31,3,LOW,0,1
MARRIED,Michigan,0,3,1800,0,3,0,69036,M,Administrative and Clerical,1000,Midwest,1,1800,No,0,0,36,53.06,502,0,25,0,HIGH,1,1
DIVORCED,California,0,1,4400,1201,1,0,48027,M,Undefined,3500,West,1,4400,No,0,1,49,53.87,0,3,25,4,HIGH,1,1
MARRIED,California,0,4,700,400,4,0,65050,M,Undefined,700,West,1,700,No,1,1,36,53.07,0,2,25,1,HIGH,1,1
MARRIED,New York,0,3,1200,300,3,1,67190,M,IT,1000,NorthEast,1,1200,No,2,4,29,53.08,126,2,25,1,MEDIUM,1,1
DIVORCED,Michigan,0,4,4000,1501,1,1,63585,M,Administrative and Clerical,1000,Midwest,1,4000,No,2,4,36,53.07,0,3,50,1,HIGH,1,1
SINGLE,California,0,3,450,0,3,0,61582,M,Healthcare,700,West,1,450,No,0,1,32,53.06,0,0,25,0,HIGH,1,1
SINGLE,Oregon,0,3,0,0,3,0,65740,M,IT,1000,West,0,0,No,1,1,21,53.08,122,1,25,1,MEDIUM,0,1
MARRIED,Illinois,0,3,750,500,3,1,68986,M,Undefined,1000,Midwest,1,750,No,5,1,23,53.79,942,2,25,4,MEDIUM,1,1
SINGLE,Nevada,0,3,0,700,3,0,60623,M,IT,1000,Southwest,0,0,No,14,1,20,53.11,0,3,41,2,LOW,0,0
DIVORCED,Nevada,0,5,3000,0,5,0,58308,F,IT,1000,Southwest,1,3000,No,3,1,24,54.36,411,0,25,5,MEDIUM,1,1
DIVORCED,New York,2908,3,3000,2800,3,1,61938,M,Undefined,1000,NorthEast,1,400,No,2,1,50,53.09,4237,1,883,1,MEDIUM,1,1
MARRIED,New York,0,3,986,1150,3,0,69919,M,Customer Service,1000,NorthEast,1,986,No,1,1,21,53.71,607,3,579,4,HIGH,1,1
MARRIED,California,0,3,838,500,3,0,67695,M,Healthcare,600,West,1,838,No,4,1,43,53.08,575,2,101,1,HIGH,1,1
DIVORCED,Nevada,0,2,4000,7600,1,1,59030,F,IT,2000,Southwest,1,600,No,3,1,32,52.63,1477,4,227,2,MEDIUM,1,1
SINGLE,New York,0,3,450,0,3,0,61956,M,Customer Service,1000,NorthEast,1,450,No,0,1,23,53.06,0,0,25,0,HIGH,1,1
SINGLE,California,0,2,0,5823,0,1,62009,M,IT,900,West,0,1273,No,2,3,45,53.5,2805,3,2094,4,MEDIUM,0,1
SINGLE,California,0,3,140,0,3,0,67590,M,Customer Service,1000,West,1,140,No,1,1,20,53.06,0,0,25,0,HIGH,1,1
MARRIED,Minnesota,0,3,781,450,3,0,66752,M,Public Safety,600,West,1,781,No,1,1,45,53.57,2304,2,25,4,HIGH,1,1
MARRIED,Michigan,0,5,1290,500,5,1,60626,F,IT,1500,Midwest,1,1290,No,4,1,34,53.87,344,2,308,4,MEDIUM,1,1
SINGLE,Florida,0,3,0,500,3,1,58346,M,IT,1000,South,0,0,Yes,10,1,22,53.21,0,2,25,3,LOW,0,0
SINGLE,New York,0,3,0,500,3,0,59761,M,IT,1000,NorthEast,0,0,No,4,2,20,53.09,363,2,25,1,LOW,0,1
SINGLE,Michigan,0,3,0,250,3,0,68372,M,IT,1000,Midwest,0,0,No,4,9,22,52.78,243,2,25,2,MEDIUM,0,1
DIVORCED,New York,0,1,3000,2950,1,0,67779,F,Undefined,1500,NorthEast,1,550,No,2,1,49,53.24,701,1,25,3,VERY HIGH,1,1
DIVORCED,California,0,4,1858,1450,6,1,75207,M,Undefined,1500,West,1,1858,Yes,2,1,76,55.13,561,3,25,5,MEDIUM,1,1
SINGLE,New York,0,4,362,0,4,0,71100,M,Childcare and Home,1000,NorthEast,1,362,No,0,1,30,53.06,0,0,25,0,HIGH,1,1
SINGLE,Nevada,0,3,0,500,3,0,75132,M,IT,1500,Southwest,0,0,Yes,3,1,22,52.95,174,2,111,2,MEDIUM,0,1
MARRIED,California,334,5,5000,4000,5,0,52356,M,Undefined,4000,West,1,5000,Yes,11,1,36,54.49,1524,1,757,5,MEDIUM,1,1
SINGLE,New York,0,1,449,0,1,0,61460,M,Undefined,600,NorthEast,1,449,No,2,1,33,53.05,129,0,25,2,HIGH,1,1
DIVORCED,Alaska,0,3,1895,1050,3,1,71939,M,Customer Service,1500,West,1,500,No,2,1,38,54.4,267,3,131,5,HIGH,1,1
MARRIED,New York,0,3,1400,500,3,0,74313,M,IT,1500,NorthEast,1,1400,Yes,2,1,24,53.14,182,2,25,2,HIGH,1,1
SINGLE,Michigan,0,1,420,500,1,0,67922,M,IT,600,Midwest,1,420,Yes,10,2,39,53.2,161,2,25,3,HIGH,1,1
